text,img_path,label
water plastic package,water_plastic_package_5254.png,Blue
empty scrub free bottle,Empty_Scrub_Free_Bottle_1749.png,Blue
plastic bag,plastic_bag_4233.png,Blue
plastic moon cake container,plastic_moon_cake_container_4512.png,Blue
receipt,receipt_4662.png,Blue
pack of tomatoes,pack_of_tomatoes_3750.png,Blue
piece of ripped cardboard box,piece_of_ripped_cardboard_box_4180.png,Blue
empty jug of orange juice,empty_jug_of_orange_juice_1468.png,Blue
toilet paper rolls,toilet_paper_rolls_5082.png,Blue
plastic bread wrapper,plastic_bread_wrapper_4401.png,Blue
used aluminium cap,used_aluminium_cap_5169.png,Blue
absolut vodka bottle,absolut_vodka_bottle_16.png,Blue
tea bag box container,tea_bag_box_container_5037.png,Blue
plastic container,plastic container_4.png,Blue
clean paper food takeout container,clean_paper_food_takeout_container_847.png,Blue
tim hortons paper cup with a sleeve and lid,Tim_Hortons_paper_cup_with_a_sleeve_and_lid_5058.png,Blue
food container,food container_16.png,Blue
empty plastic cup,empty_plastic_cup_1721.png,Blue
empty soap bottle,empty_soap_bottle_1759.png,Blue
old paper magazine,old_paper_magazine_3698.png,Blue
milk jug,milk_jug_3555.png,Blue
coffee cup,coffee_cup__1137.png,Blue
expired yogurt cup,expired_yogurt_cup_1867.png,Blue
plastic container,plastic container_98.png,Blue
monster energy drink,Monster_energy_drink_3604.png,Blue
cardboard easter egg packaging,cardboard_Easter_egg_packaging_525.png,Blue
orange bottle,orange_bottle_3736.png,Blue
cardboard box,cardboard box_28.png,Blue
milk jug,milk_jug_3557.png,Blue
candy box,candy_box_432.png,Blue
empty food can,empty_food_can_1599.png,Blue
paper recycling leaflet,paper_recycling_leaflet_3881.png,Blue
stretchy plastic wrap,stretchy_plastic_wrap_5008.png,Blue
plastic wrap,plastic_wrap_4243.png,Blue
plastic container,plastic container_6.png,Blue
coffee cup,coffee_cup_1140.png,Blue
glass jar,glass_jar_2438.png,Blue
receipt,receipt_4674.png,Blue
plastic water bottle,Plastic_Water_Bottle_4564.png,Blue
used pasta glass container,Used_Pasta_Glass_Container_5188.png,Blue
plastic bottle,plastic bottle_121.png,Blue
clean plastic lid upside down,clean_plastic_lid_upside_down_916.png,Blue
receipt,receipt_4660.png,Blue
plastic bag,plastic_bag_4231.png,Blue
olive oil can,olive_oil_can_3702.png,Blue
can that holds some kind of food,can_that_holds_some_kind_of_food_425.png,Blue
cereal box,cereal_box_705.png,Blue
flamable cleaning liquid,flamable_cleaning_liquid_1900.png,Blue
dirty plastic food box,dirty plastic food box.png,Blue
paper envelope,paper_envelope_3802.png,Blue
clean plastic bag,clean_plastic_bag_1031.png,Blue
plastic container,plastic container_73.png,Blue
cereal box,cereal_box_711.png,Blue
glass flask,glass_flask_2393.png,Blue
glass bottle,glass_bottle_2315.png,Blue
stretchy piece of plastic,stretchy_piece_of_plastic_4982.png,Blue
clean plastic food container,clean_plastic_food_container_1036.png,Blue
cardboard box,cardboard_box_599.png,Blue
glass bottle,glass_bottle_2467.png,Blue
raisin plastic bag,raisin_plastic_bag_4651.png,Blue
empty yogurt bottle,empty_yogurt_bottle_1817.png,Blue
plastic bottle,Plastic_bottle_4388.png,Blue
tomatoes metal can,tomatoes_metal_can_5112.png,Blue
shredded paper,shredded_paper_4844.png,Blue
glass bottle,glass_bottle_2329.png,Blue
plastic food container,plastic_food_container_4289.png,Blue
cardboard box of cookies,cardboard_box_of_cookies_482.png,Blue
cardboard product label,cardboard_product_label__652.png,Blue
food glass container,food_glass_container_2084.png,Blue
plastic wrap for cookies,plastic_wrap_for_cookies_4585.png,Blue
beer bottle,beer_bottle_139.png,Blue
empty wine bottle,empty_wine_bottle_1810.png,Blue
soya sauce plastic container,soya_sauce_plastic_container_4934.png,Blue
plastic container,plastic_container_4278.png,Blue
empty coffee bag,empty_coffee_bag_1572.png,Blue
cardboard energy drink packaging,cardboard_energy_drink_packaging_538.png,Blue
foil paper,foil_paper_2048.png,Blue
paper bag,paper_bag_3941.png,Blue
plastic container,plastic_container_32.png,Blue
plastic container,plastic container_106.png,Blue
metal can,metal_can_3476.png,Blue
cereal bar box,cereal_bar_box_700.png,Blue
plastic shampoo container,plastic_shampoo_container_4320.png,Blue
guinness bottle,Guinness_bottle_2597.png,Blue
metal can,metal_can_3462.png,Blue
piece of paper label,piece_of_paper_label_4145.png,Blue
smashed drink can,smashed_drink_can_4878.png,Blue
milk carton,milk_carton_3577.png,Blue
glass bottle,glass_bottle_2261.png,Blue
soymilk carton,soymilk_carton_4936.png,Blue
clean pizza cardboard box,clean_pizza_cardboard_box_864.png,Blue
cardboard box,cardboard box_153.png,Blue
plastic d dinasour,plastic_d_dinasour_4346.png,Blue
clean cat food can,clean_cat_food_can_992.png,Blue
glass bottle,glass_bottle_2275.png,Blue
magazine,magazine_3374.png,Blue
paper,paper_56.png,Blue
shampoo bottles,shampoo_bottles_4766.png,Blue
paper,paper_152.png,Blue
metal drink can,metal_drink_can_3483.png,Blue
wine bottle,wine_bottle_5277.png,Blue
clean cardboard can,Clean_cardboard_can_774.png,Blue
leftover creamcheese container,leftover_creamcheese_container_3263.png,Blue
glass bottle,glass_bottle_2249.png,Blue
magazine,magazine_3360.png,Blue
plastic food container,plastic_food_container_4464.png,Blue
cardboard padding,cardboard_padding_565.png,Blue
vitamin bottle,vitamin_bottle_5216.png,Blue
oat box,oat_box_3681.png,Blue
empty metal can,empty_metal_can_1648.png,Blue
dirty ramen container,dirty_ramen_container_1363.png,Blue
wine bottle,wine_bottle_5288.png,Blue
empty makeup bottle,empty_makeup_bottle_1497.png,Blue
plastic box ketchup,plastic_box_ketchup_4398.png,Blue
empty popcan,empty_popcan_1734.png,Blue
gum wrapper,gum_wrapper_2609.png,Blue
brown beer bottle,brown_beer_bottle_385.png,Blue
envelope paper,envelope_paper_1840.png,Blue
lysol wipes container,lysol_wipes_container_3341.png,Blue
paper juicecontainer,Paper_JuiceContainer_4014.png,Blue
flyer,flyer_1955.png,Blue
flyer,flyer_1941.png,Blue
empty tea box,empty_tea_box_1774.png,Blue
paper,paper_3916.png,Blue
clean food plastic packaging,clean_food_plastic_packaging_790.png,Blue
food glass,food_glass_2095.png,Blue
package wrapper,package_wrapper_3746.png,Blue
cigarette package cardboard box,cigarette_package_cardboard_box_752.png,Blue
empty pickel bottle,empty_pickel_bottle_1695.png,Blue
paper,paper_3902.png,Blue
empty cereal box,empty_cereal_box_1560.png,Blue
used paper cover,used_paper_cover_5180.png,Blue
milk paper carton,milk_paper_carton_3559.png,Blue
timmy paper bag,timmy_paper_bag_5062.png,Blue
cardboard,cardboard_19.png,Blue
flyer,flyer_1996.png,Blue
plastic cheese wrap,Plastic_cheese_wrap_4411.png,Blue
clean milk bottle,clean_milk_bottle_1010.png,Blue
used paper notes,used_paper_notes_5185.png,Blue
wall clock cardboard box,wall_clock_cardboard_box_5233.png,Blue
plastic milk bottle,plastic_milk_bottle_4501.png,Blue
paper envelope,paper_envelope_3792.png,Blue
coffee can,coffee_can_1132.png,Blue
empty baked beans can,empty_baked_beans_can_1512.png,Blue
soda metal can,soda metal can.png,Blue
cardboard box,Cardboard_box_604.png,Blue
clean carton box,clean_carton_box_990.png,Blue
cardboard,cardboard_25.png,Blue
clean plastic hand soap bottle,clean_plastic_hand_soap_bottle_906.png,Blue
plastic shipping envelope,plastic shipping envelope.png,Blue
body lotion plastic bottle,body_lotion_plastic_bottle_317.png,Blue
used plastic wrapper,used_plastic_wrapper_5195.png,Blue
cardboard container,cardboard_container_621.png,Blue
blue aluminum can,blue_aluminum_can_315.png,Blue
glass mason jar,glass_mason_jar_2486.png,Blue
clean pop can,clean_pop_can_945.png,Blue
computer cardboard box,computer_cardboard_box_1176.png,Blue
cardboard,cardboard_145.png,Blue
cardboard box,cardboard_box_610.png,Blue
paperboard food box,paperboard_food_box_3911.png,Blue
cardboard container,cardboard_container_620.png,Blue
foil packaging,foil_packaging_2036.png,Blue
clean plastic take out food lid upside down,clean_plastic_take_out_food_lid_upside_down_935.png,Blue
cardboard,cardboard_144.png,Blue
clean plastic hand soap bottle,clean_plastic_hand_soap_bottle_907.png,Blue
cardboard box,cardboard_box_605.png,Blue
benylin box,benylin_box_250.png,Blue
plastic object,plastic object_12312312.png,Blue
napkin,napkin_3624.png,Blue
empty soda can min,empty_soda_can_min_1763.png,Blue
flyer,flyer_1983.png,Blue
flyer,flyer_1997.png,Blue
paper soda cup,paper_soda_cup_4069.png,Blue
dirty plastic packet of cake,dirty_plastic_packet_of_cake_1362.png,Blue
paper flyer,paper_flyer_3837.png,Blue
paper,paper_3903.png,Blue
wraped cardboard,wraped_cardboard_5312.png,Blue
paper flyer,paper_flyer_3823.png,Blue
paper,paper_3917.png,Blue
teared toilet paper container,teared_toilet_paper_container_5036.png,Blue
flyer,flyer_1968.png,Blue
fountain drink cup,fountain_drink_cup_2170.png,Blue
plastic waffle container,plastic_waffle_container_4559.png,Blue
beer can,beer_can_225.png,Blue
flyer,flyer_1940.png,Blue
clean cardboard lemon square baking mix box,clean_cardboard_lemon_square_baking_mix_box_988.png,Blue
envelope paper,envelope_paper_1841.png,Blue
pizza box,pizza box_4.png,Blue
clean plastic yogurt cup,clean_plastic_yogurt_cup_943.png,Blue
paperbox,paperbox_3915.png,Blue
carboard yogurt packaging,carboard_yogurt_packaging_463.png,Blue
wine bottle,wine_bottle_5289.png,Blue
small movie poster,small_movie_poster_4860.png,Blue
gum wrapper,gum_wrapper_2608.png,Blue
plastic food container,Plastic_Food_Container_4465.png,Blue
cardboard padding,cardboard_padding_564.png,Blue
monster can,monster_can_3597.png,Blue
shopping plastic bag,shopping_plastic_bag_4841.png,Blue
wine bottle,wine_bottle_5276.png,Blue
back of shampoo bottle,back_of_shampoo_bottle_106.png,Blue
stretchy plastic milk bag,stretchy_plastic_milk_bag_5001.png,Blue
glass bottle,glass_bottle_2248.png,Blue
canola oil plastic jug,canola_oil_plastic_jug_436.png,Blue
paper,paper_57.png,Blue
magazine,magazine_3375.png,Blue
greasy plastic container,greasy_plastic_container_2521.png,Blue
old paper receipt,old_paper_receipt_3699.png,Blue
baked treats box,baked_treats_box_116.png,Blue
clean platic fork,clean_platic_fork_1051.png,Blue
glass bottle,glass_bottle_2274.png,Blue
magazine,magazine_3349.png,Blue
glass bottle,glass_bottle_2260.png,Blue
tylenol box,tylenol_box_5148.png,Blue
clean pizza cardboard box,clean_pizza_cardboard_box_865.png,Blue
ice cream container,ice_cream_container_2674.png,Blue
dirty plastic container,dirty_plastic_container__1353.png,Blue
milk carton,milk_carton_3576.png,Blue
piece of paper label,piece_of_paper_label_4144.png,Blue
metal can,metal_can_3463.png,Blue
cereal bar box,cereal_bar_box_701.png,Blue
metal can,metal_can_3477.png,Blue
jam glass container,jam_glass_container_3205.png,Blue
plastic chicken container,plastic_chicken_container_4412.png,Blue
plastic bag,plastic bag_13.png,Blue
empty box,empty_box_1529.png,Blue
empty juice bottle,empty_juice_bottle_1628.png,Blue
empty wine bottle,empty_wine_bottle_1811.png,Blue
beer bottle,beer_bottle_138.png,Blue
food glass container,food_glass_container_2085.png,Blue
prescription medication bottle,prescription_medication_bottle_4635.png,Blue
coffe mate container,coffe_mate_container_1115.png,Blue
car mechanic flyer,car_mechanic_flyer_451.png,Blue
glass bottle,glass_bottle_2328.png,Blue
shredded paper,shredded_paper_4845.png,Blue
tomatoes metal can,tomatoes_metal_can_5113.png,Blue
plastic cup,plastic_cup_4450.png,Blue
plastic food container,plastic_food_container_4288.png,Blue
glass bottle,glass_bottle_2466.png,Blue
cardboard box,cardboard_box_598.png,Blue
dirty body scrub container,dirty_body_scrub_container_1320.png,Blue
glass bottle,glass_bottle_2300.png,Blue
condiment container,condiment_container_1179.png,Blue
shipping box,shipping box.png,Blue
yogurt dish,yogurt_dish_5344.png,Blue
clean plastic food container,clean_plastic_food_container_1037.png,Blue
stretchy piece of plastic,stretchy_piece_of_plastic_4983.png,Blue
cd paper packaging,cd_paper_packaging_699.png,Blue
paper envelope,paper_envelope_3803.png,Blue
flyers,flyers_1916.png,Blue
glass flask,glass_flask_2392.png,Blue
cereal box,cereal_box_704.png,Blue
clean empty glass bottle,clean_empty_glass_bottle_787.png,Blue
plastic bag,plastic_bag_4230.png,Blue
clean salad dressing bottle,clean_salad_dressing_bottle_1053.png,Blue
receipt,receipt_4661.png,Blue
empty airfreshner container,empty_airfreshner_container_1504.png,Blue
receipt,receipt_4675.png,Blue
plastic water bottle,plastic_water_bottle_4565.png,Blue
clean plastic food cup,clean_plastic_food_cup_895.png,Blue
milk metal can,milk_metal_can_3558.png,Blue
dove shampoo container,dove_shampoo_container_1392.png,Blue
coffee cup,Coffee_Cup_1141.png,Blue
lip balm packaging,lip_balm_packaging_3328.png,Blue
pizza clean box,pizza_clean_box_4217.png,Blue
milk jug,milk_jug_3556.png,Blue
stretchy plastic bag,stretchy_plastic_bag_5003.png,Blue
clean mayonnaise sauce bottle,clean_mayonnaise_sauce_bottle_823.png,Blue
glass jar,glass_jar_2411.png,Blue
monster energy drink,monster_energy_drink_3605.png,Blue
plastic container,plastic container_99.png,Blue
gum package,gum_package_2601.png,Blue
front of shampoo bottle,front_of_shampoo_bottle_2180.png,Blue
glass bottle,glass bottle_16.png,Blue
glass jar,glass_jar_2429.png,Blue
sparkling ice bottle,Sparkling_ice_bottle_4939.png,Blue
paperboard packaging,paperboard_packaging_3912.png,Blue
cardboard box,cardboard box_11.png,Blue
plastic container,plastic container_3.png,Blue
milk jug,milk_jug_3546.png,Blue
empty plastic cookie holder,empty_plastic_cookie_holder_1720.png,Blue
plastic food wrap,plastic_food_wrap_4473.png,Blue
clean paper coffee cup,clean_paper_coffee_cup_1023.png,Blue
glass jar,glass_jar_2415.png,Blue
glass food jar,glass_food_jar_2408.png,Blue
dish soap container,dish_soap_container_1384.png,Blue
medium metal lid,medium_metal_lid_3408.png,Blue
bcaa container,BCAA_container_129.png,Blue
soap cardboard,soap_cardboard_4886.png,Blue
mango drink tetra pak carton,mango_drink_tetra_pak_carton_3389.png,Blue
cardboard mozzarella sticks packaging,cardboard_mozzarella_sticks_packaging_546.png,Blue
receipt,receipt_4659.png,Blue
glass flask,glass_flask_2396.png,Blue
salt container,salt_container_4739.png,Blue
cardboard toilet paper roll,cardboard_toilet_paper_roll_681.png,Blue
paper envelope,paper_envelope_3807.png,Blue
plastic bottle,plastic bottle_118.png,Blue
plastic water bottle,plastic_water_bottle_4561.png,Blue
spirit drink glass bottle,spirit_drink_glass_bottle_4947.png,Blue
cardboard box,cardboard box_3.png,Blue
receipt,receipt_4671.png,Blue
paperbound notebook,paperbound_notebook_3914.png,Blue
yogurt cup,yogurt_cup_5328.png,Blue
receipt,receipt_4665.png,Blue
water bottle plastic,water_bottle_plastic_5252.png,Blue
sheet of paper with annotation,sheet_of_paper_with_annotation_4795.png,Blue
metal bobby pin,metal_bobby_pin_3502.png,Blue
dental picks plastic container,dental_picks_plastic_container_1282.png,Blue
toothpaste box,toothpaste_box_5122.png,Blue
activia cup,activia_cup_17.png,Blue
plastic lid,plastic_lid_4299.png,Blue
glass container,glass_container_2376.png,Blue
cardboard product label,cardboard_product_label__657.png,Blue
food glass container,food_glass_container_2081.png,Blue
empty biscuit box,empty_biscuit_box_1522.png,Blue
new paper tea packet,new_paper_tea_packet_3655.png,Blue
empty container of edible oil,empty_container_of_edible_oil_1577.png,Blue
glass bottle,glass_bottle_2310.png,Blue
sheets of paper,sheets_of_paper_4827.png,Blue
folded paper sheet,folded_paper_sheet_2052.png,Blue
yogurt plastic bottle,yogurt_plastic_bottle_5329.png,Blue
glass bottle,glass_bottle_2304.png,Blue
spirit bottle,spirit_bottle_4946.png,Blue
ginger beer bottle,ginger_beer_bottle_2221.png,Blue
handwash bottle,handwash_bottle_2633.png,Blue
olive oil glass bottle,olive_oil_glass_bottle_3704.png,Blue
clean glass jar,clean_glass_jar_1001.png,Blue
metal can,metal_can_3473.png,Blue
metal can,metal_can_3467.png,Blue
milk carton,milk_carton_3572.png,Blue
coffee metal can,coffee_metal_can_1127.png,Blue
clean plastic food container,clean_plastic_food_container_893.png,Blue
roast box,roast_box_4717.png,Blue
sanitizer bottle,sanitizer_bottle_4746.png,Blue
envelope letter,envelope_letter_1832.png,Blue
chai tea carton,chai_tea_carton_714.png,Blue
cardboard,cardboard_578.png,Blue
glass container,glass_container_2389.png,Blue
milk bottle plastic,Milk_bottle_plastic_3534.png,Blue
piece of round plastic film,piece_of_round_plastic_film_4188.png,Blue
paper bag,paper_bag_3944.png,Blue
lemonade can,lemonade_can_3268.png,Blue
orange juice plastic gallon,orange_juice_plastic_gallon_3731.png,Blue
dirty aluminium foil,dirty_aluminium_foil_1319.png,Blue
butter package dirty,butter_package_dirty_418.png,Blue
ripped piece of cardboard,ripped_piece_of_cardboard_4706.png,Blue
paper,paper_53.png,Blue
magazine,magazine_3371.png,Blue
crumpled piece of paperboard,crumpled_piece_of_paperboard_1248.png,Blue
used paper,used_paper_5177.png,Blue
paper,paper_47.png,Blue
magazine,magazine_3365.png,Blue
bottle water,bottle_water_338.png,Blue
wine bottle,wine_bottle_5272.png,Blue
monster can,monster_can_3593.png,Blue
empty water jug,empty_water_jug_1807.png,Blue
glass bottle,glass_bottle_2264.png,Blue
paper juice container,Paper_Juice_Container_4017.png,Blue
plastic fast food cup,plastic_fast_food_cup_4458.png,Blue
magazine,magazine_3359.png,Blue
glass bottle,glass_bottle_2270.png,Blue
non alcoholic wine bottle,non_alcoholic_wine_bottle_3659.png,Blue
coffee cup sleeve,Coffee_cup_sleeve__1144.png,Blue
dirty ziploc bag,dirty_ziploc_bag_1378.png,Blue
evaporated milk metal can,evaporated_milk_metal_can_1855.png,Blue
metal can,metal_can_3507.png,Blue
juice bottle,juice_bottle_3231.png,Blue
wine bottle,wine_bottle_5299.png,Blue
cardboard box of under eye serum,cardboard_box_of_under_eye_serum_484.png,Blue
juice container,Juice_Container_3237.png,Blue
coffee grain can,coffee_grain_can_1124.png,Blue
juice can,juice_can_3233.png,Blue
clean peanut butter jar,clean_peanut_butter_jar_1028.png,Blue
empty shampoo bottle,empty_shampoo_bottle_1753.png,Blue
beverage bottle,beverage_bottle_252.png,Blue
good earth cup,good_earth_cup_2503.png,Blue
soft drink plastic bottle,soft_drink_plastic_bottle_4916.png,Blue
large plastic lid,large plastic lid.png,Blue
tide pack,tide_pack_5053.png,Blue
beer can,beer_can_209.png,Blue
plastic tortilla bag,plastic_tortilla_bag_4557.png,Blue
paper flyer,paper_flyer_3827.png,Blue
paper cup,paper cup_43.png,Blue
flyer,flyer_1978.png,Blue
notebook with coils,notebook_with_coils_3676.png,Blue
package plastic envelope,package plastic envelope.png,Blue
piece of paperboard packaging,piece_of_paperboard_packaging_4149.png,Blue
paper envelope,Paper_envelope_3998.png,Blue
bottom of a glass bottle,bottom_of_a_glass_bottle_343.png,Blue
napkins,napkins_49.png,Blue
empty cereal box,empty_cereal_box_1559.png,Blue
beer can,beer_can_221.png,Blue
aluminum foil,aluminum_foil_77.png,Blue
plastic mustard container,plastic mustard container.png,Blue
plastic sealable bag,plastic_sealable_bag_4537.png,Blue
empty plastic packet,empty_plastic_packet_1728.png,Blue
clean paper plate,clean_paper_plate_852.png,Blue
store flyer,store_flyer_4968.png,Blue
empty metal can,empty_metal_can_1473.png,Blue
cardboard box,cardboard_box_601.png,Blue
plastic bag,Plastic_bag_4368.png,Blue
cardboard,cardboard_34.png,Blue
food foil wrapper,food_foil_wrapper_2080.png,Blue
crumpled scratch paper,crumpled_scratch_paper_1260.png,Blue
piece of cardboard,piece_of_cardboard_4135.png,Blue
mens cologne cardboard packaging,mens_cologne_cardboard_packaging_3412.png,Blue
wine store flyer,wine_store_flyer_5306.png,Blue
paper instruction booklet,paper_instruction_booklet_4013.png,Blue
closed plastic food box,closed plastic food box.png,Blue
flyer,flyer_1987.png,Blue
large food plastic lid,large_food_plastic_lid_3255.png,Blue
paper straw cover,Paper_Straw_Cover_4072.png,Blue
flyer,flyer_1986.png,Blue
cardboard juice bottle,cardboard juice bottle_54543.png,Blue
smashed in grocery bag,smashed_in_grocery_bag_4880.png,Blue
cardboard clean egg box,Cardboard_clean_egg_box_522.png,Blue
paper envelope,paper_envelope_3796.png,Blue
front of beer metal can,front_of_beer_metal_can_2174.png,Blue
piece of cardboard,piece_of_cardboard_4134.png,Blue
glass,glass_2455.png,Blue
clear plastic bag,clear_plastic_bag_1074.png,Blue
clean egg comb cardboard,clean_egg_comb_cardboard_996.png,Blue
dirty bread bag with label on,dirty_bread_bag_with_label_on_1322.png,Blue
flyer,flyer_1992.png,Blue
empty clean juice box,empty_clean_juice_box_1567.png,Blue
plastic bag,plastic bag_171.png,Blue
aluminium foil,aluminium_foil_44.png,Blue
glass beer bottle,glass_beer_bottle_2226.png,Blue
broken rubber flip flops,broken rubber flip flops.png,Blue
paper container,Paper_Container_3979.png,Blue
plastic bag,plastic_bag_4369.png,Blue
cardboard box,cardboard_box_600.png,Blue
cardboard,cardboard_155.png,Blue
earbuds packaging,earbuds_packaging_1434.png,Blue
beer can,beer_can_220.png,Blue
toy wrap made of plastic and cardboard,toy wrap made of plastic and cardboard.png,Blue
flyer,flyer_1945.png,Blue
cardboard bottle,cardboard bottle_121221.png,Blue
coca cola cardboard box,coca_cola_cardboard_box_1091.png,Blue
metal can,metal can.png,Blue
cookies cardboard package,cookies_cardboard_package_1195.png,Blue
bottom of a glass bottle,bottom_of_a_glass_bottle_342.png,Blue
flyer,flyer_1951.png,Blue
dropper bottle,dropper_bottle_1428.png,Blue
flyer,flyer_1979.png,Blue
pieces of paper,pieces_of_paper_4196.png,Blue
plastic food container,plastic food container_69.png,Blue
soft drink plastic bottle,soft_drink_plastic_bottle_4917.png,Blue
amazon package white,amazon_package_white_87.png,Blue
paper flyer,paper_flyer_3826.png,Blue
frozen lasagna cardboard packaging,frozen_lasagna_cardboard_packaging_2192.png,Blue
beer can,beer_can_208.png,Blue
empty shampoo bottle,empty_shampoo_bottle_1752.png,Blue
cooking vegetable oil bottle,cooking_vegetable_oil_bottle_1200.png,Blue
wine bottle,wine_bottle_5298.png,Blue
plastic bread packaging,plastic_bread_packaging_4400.png,Blue
plastic mustard bottle,plastic_mustard_bottle_4304.png,Blue
envelope for letter,envelope_for_letter_1825.png,Blue
metal can,metal_can__3425.png,Blue
empty plastic,empty_plastic_1703.png,Blue
magaziner,magaziner_3348.png,Blue
dirty takeout styrofoam container,dirty_takeout_styrofoam_container_1371.png,Blue
clean coffee paper glass,clean_coffee_paper_glass_994.png,Blue
glass bottle,glass_bottle_2271.png,Blue
magazine,magazine_3358.png,Blue
empty plastic container,empty_plastic_container_1716.png,Blue
clean takeout paper,clean_takeout_paper_1060.png,Blue
food metal can,food_metal_can_2164.png,Blue
plastic empty shampoo bottle,plastic_empty_shampoo_bottle_4456.png,Blue
mustard,mustard_3622.png,Blue
old book,old_book_3692.png,Blue
magazine,magazine_3364.png,Blue
empty orange box,empty_orange_box_1671.png,Blue
sushi container with lid,sushi_container_with_lid_5013.png,Blue
wine bottle,wine_bottle_5273.png,Blue
syrup metal can,syrup_metal_can_5016.png,Blue
orange juice plastic gallon,orange_juice_plastic_gallon_3730.png,Blue
glass bottle,glass_bottle_2259.png,Blue
magazine,magazine_3370.png,Blue
paper,paper_52.png,Blue
clif bar box container,clif_bar_box_container_1078.png,Blue
envelope letter,envelope_letter_1827.png,Blue
greasy paper bag,greasy_paper_bag_2519.png,Blue
paper leaflet,paper_leaflet_4020.png,Blue
empty cereal bag,empty_cereal_bag_1557.png,Blue
lemonade can,lemonade_can_3269.png,Blue
whisky glass bottle,whisky_glass_bottle_5262.png,Blue
paper bag,paper_bag_3945.png,Blue
egg carton cardboard,egg_carton_cardboard_1439.png,Blue
clean jug of orange juice,clean_jug_of_orange_juice_821.png,Blue
cardboard,cardboard_579.png,Blue
envelope letter,envelope_letter_1833.png,Blue
empty wine bottle,empty_wine_bottle_1814.png,Blue
milk carton,milk_carton_3573.png,Blue
blue tissue paper,blue_tissue_paper_316.png,Blue
plastic container,plastic container_116.png,Blue
metal can,metal_can_3466.png,Blue
clean plastic food container,clean_plastic_food_container_892.png,Blue
plastic tea bottle,plastic_tea_bottle_4554.png,Blue
plastic bag,plastic bag_16.png,Blue
tin food can,tin_food_can_5076.png,Blue
metal can,metal_can_3472.png,Blue
glass bottle,glass_bottle_2305.png,Blue
plastic bucket,plastic bucket.png,Blue
filled toilet bowl cleaner,filled_toilet_bowl_cleaner_1892.png,Blue
paper ball,paper_ball_3755.png,Blue
glass bottle,glass_bottle_2463.png,Blue
bug plastic lid,bug_plastic_lid_411.png,Blue
cardboard delivery box,cardboard_delivery_box_624.png,Blue
stretchy piece of plastic,stretchy_piece_of_plastic_4986.png,Blue
piece of paper,piece_of_paper__4153.png,Blue
glass bottle,glass_bottle_2311.png,Blue
sheets of paper,sheets_of_paper_4826.png,Blue
cardboard product label,cardboard_product_label__656.png,Blue
glass container,glass_container_2377.png,Blue
plastic hand sanitizer,Plastic_hand_sanitizer_4480.png,Blue
paper coffee holders,paper_coffee_holders_3975.png,Blue
food wrapper foil,food_wrapper_foil_2155.png,Blue
empty vitamin c box,empty_vitamin_C_box_1798.png,Blue
food can metal lid,food_can_metal_lid_2056.png,Blue
plastic lid,plastic_lid_4298.png,Blue
toothpaste box,toothpaste_box_5123.png,Blue
receipt,receipt_4664.png,Blue
paper pants tag,paper_pants_tag_4045.png,Blue
milk jug,milk_jug_3584.png,Blue
wineglass,wineglass_5307.png,Blue
raspberries plastic container,raspberries_plastic_container_4653.png,Blue
glass flask,glass_flask_2397.png,Blue
receipt,receipt_4658.png,Blue
medicine package plastic,Medicine_package_plastic_3405.png,Blue
cardboard toilet paper roll,cardboard_toilet_paper_roll_680.png,Blue
bubble gum wrapper,bubble_gum_wrapper_396.png,Blue
glass food jar,glass_food_jar_2409.png,Blue
clean shampoo plastic bottle,clean_shampoo_plastic_bottle_1055.png,Blue
take out plastic lid,take_out_plastic_lid_5024.png,Blue
medium metal lid,medium_metal_lid_3409.png,Blue
milk jug,milk_jug_3553.png,Blue
large juice box,large_juice_box_3257.png,Blue
clean paper coffee cup,clean_paper_coffee_cup_1022.png,Blue
glass jar,glass_jar_2414.png,Blue
syrup glass bottle,syrup_glass_bottle_5015.png,Blue
empty plastic wrap,Empty_plastic_wrap_1733.png,Blue
instant coffee container mixed material,instant_coffee_container_mixed_material_3199.png,Blue
yogurt package plastic,Yogurt_Package_plastic_5345.png,Blue
mcmuffin wrapper,mcmuffin_wrapper_3396.png,Blue
plastic,plastic_20.png,Blue
toilet paper rolls,toilet_paper_rolls_5090.png,Blue
clean cardboard popcorn box,clean_cardboard_popcorn_box_989.png,Blue
paperboard packaging,paperboard_packaging_3913.png,Blue
glass jar,glass_jar_2428.png,Blue
rotisserie chicken plastic clamshell,rotisserie_chicken_plastic_clamshell_4725.png,Blue
plastic plate,plastic_plate_4523.png,Blue
hand sanitizer container,Hand_Sanitizer_Container_2635.png,Blue
plastic shampoo bottle,Plastic_Shampoo_Bottle_4541.png,Blue
cardboard box,cardboard box_12.png,Blue
bottom of a beer bottle,bottom_of_a_beer_bottle_340.png,Blue
orange tray,orange_tray_3741.png,Blue
metal tomato sauce can,metal_tomato_sauce_can_3497.png,Blue
bubly pop can,bubly_pop_can_405.png,Blue
stretchy plastic bread bag,stretchy_plastic_bread_bag_4998.png,Blue
gum package,gum_package_2602.png,Blue
tea cardboard box packaging,tea_cardboard_box_packaging_5030.png,Blue
cardboard box clean,Cardboard_box_clean_476.png,Blue
stretchy plastic bag,stretchy_plastic_bag_5004.png,Blue
clean mayonnaise sauce bottle,clean_mayonnaise_sauce_bottle_824.png,Blue
food paperboard box,food_paperboard_box_2148.png,Blue
